accredited_date,bbb_rating,business_start_date,company_name,company_types,company_website_url,complaints_l12m,complaints_l36m,customer_rating_avg,customer_review_count,email_address,full_address,phone_number,profile_page_url,days_accredited,numeric_bbb,days_in_operation,score
2015-05-06T00:00:00,A+,2011-03-03T00:00:00,"American Roofing & Renovation, LLC",Roofing Contractors| Construction Services| Painting Contractors ...,http://americanroofingandrenovation.com,0,1,1.0,1.0,,"109 Park Ave Warner Robins , GA 31088-7319",(478) 328-7663,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/american-roofing-renovation-llc-0743-40533,3089.0,12,4614.0,7.468621252156487
,A+,1968-02-07T00:00:00,Bates Roofing,Roofing Contractors,,0,0,,,,"4168 Broadway Macon , GA 31206",(478) 788-6208,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/bates-roofing-0743-1114,,12,20344.0,7.454781553398059
2017-01-13T00:00:00,A+,2009-06-22T00:00:00,"K & M Construction Group, LLC",Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"Monticello , GA 31064",(678) 677-0000,https://www.bbb.org/us/ga/monticello/profile/roofing-contractors/k-m-construction-group-llc-0443-27407355,2471.0,12,5233.0,7.38151554084902
2023-06-09T00:00:00,A+,2020-08-16T00:00:00,Mighty Dog Roofing of Macon,Roofing Contractors| Roofing Consultants,https://www.mightydogroofing.com/macon-georgia,0,0,2.0,1.0,,"609 Cherry St Ste B317 Macon , GA 31201-2623",(478) 347-7854,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/mighty-dog-roofing-of-macon-0743-91820354,133.0,12,1160.0,7.361987392377651
,A+,1976-01-01T00:00:00,"Superior Roofing Systems, Inc.",Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"357 Odell Rd Griffin , GA 30224",(770) 228-2658,https://www.bbb.org/us/ga/griffin/profile/roofing-contractors/superior-roofing-systems-inc-0443-27207051,,12,17459.0,7.2447087378640775
,A+,1976-07-01T00:00:00,"Dixie Roofing of Georgia, Inc.",Roofing Contractors,,0,0,,,,"215 Mathis Rd Haddock , GA 31033-2256",(478) 390-6345,https://www.bbb.org/us/ga/haddock/profile/roofing-contractors/dixie-roofing-of-georgia-inc-0743-5000103,,12,17277.0,7.2314563106796115
,A+,1980-06-01T00:00:00,"Rowley Steel Buildings, LLC",Roofing Contractors,,0,0,,,,"213 Farm Estates Rd Perry , GA 31069-8800",(478) 952-7108,https://www.bbb.org/us/ga/perry/profile/garage-doors/rowley-steel-buildings-llc-0743-21847,,12,15846.0,7.127257281553398
2017-01-24T00:00:00,A+,2016-01-01T00:00:00,Advanced Roofing of Central Georgia,Construction Services| Roofing Contractors| Plumber ...,http://www.AdvancedRoofingGA.com,0,1,,,,"122 Ga Highway 96 Bonaire , GA 31005-3360",(478) 922-8898,https://www.bbb.org/us/ga/bonaire/profile/roofing-contractors/advanced-roofing-of-central-georgia-0743-43315,2460.0,12,2849.0,7.0783456965201275
,A+,1982-05-01T00:00:00,O'Kelley's Roofing Co.,Roofing Contractors| Roofing Consultants,,0,0,,,,"2949 King Alfred Dr Macon , GA 31204-1208",(478) 474-7663,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/okelleys-roofing-co-0743-2499,,12,15147.0,7.076359223300971
,A+,1983-01-01T00:00:00,Scotty's Construction Company,Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"5140 Nisbet Drive Macon , GA 31206-4724",(478) 788-4056,https://www.bbb.org/us/ga/macon/profile/general-contractor/scottys-construction-company-0743-6000977,,12,14902.0,7.058519417475728
,A+,1984-01-01T00:00:00,Statewide Construction/Roofing,Roofing Contractors| Roofing Consultants,http://statewide-roofing.com.,0,0,,,,"3051 Bloomfield Drive Macon , GA 31206",(478) 743-0898,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/statewide-constructionroofing-0743-2595,,12,14537.0,7.031941747572816
2018-03-05T00:00:00,A+,2013-03-01T00:00:00,Turco Roofing,Roofing Contractors,http://www.turcoroof.com,0,1,1.0,1.0,,"335 Margie Dr STE C Warner Robins , GA 31088-7897",(478) 845-2419,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/turco-roofing-0743-37756,2055.0,12,3885.0,6.985243263881314
,A+,1986-08-01T00:00:00,Dan Smith Construction,Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"741 Baker St Macon , GA 31217-4310",(478) 338-6335,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/dan-smith-construction-0743-16063,,12,13594.0,6.963276699029127
,A+,1988-04-01T00:00:00,"Roberts & Sons Home Improvements, LLC",Roofing Contractors,http://www.rayrobertsroofing.com,0,0,,,,"196 Covey Rd SW Milledgeville , GA 31061-9736",(478) 363-2796,https://www.bbb.org/us/ga/milledgeville/profile/roofing-contractors/roberts-sons-home-improvements-llc-0743-33037,,12,12985.0,6.918932038834951
,A+,1989-01-01T00:00:00,Hill's Roofing,Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"5423 Tinker Dr Macon , GA 31216-5725",(478) 256-3203,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/hills-roofing-0743-22000014,,12,12710.0,6.898907766990291
,A+,1990-01-01T00:00:00,Arnold Roofing Co,Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"4711 Massey Rd Macon , GA 31206-4145",(478) 737-6322,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/arnold-roofing-co-0743-14742,,12,12345.0,6.872330097087379
,A+,1991-07-01T00:00:00,KS Construction,Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"3761 Jeffersonville Rd Macon , GA 31217",(478) 508-9386,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/ks-construction-0743-89485,,12,11799.0,6.832572815533981
,A+,1992-01-01T00:00:00,Black River Renovation,Construction Services| Roofing Contractors| Plumber ...,,0,0,,,,"12979 GA Highway 74 Forsyth , GA 31029-7236",(478) 808-3175,https://www.bbb.org/us/ga/forsyth/profile/construction-services/black-river-renovation-0743-14880,,12,11615.0,6.819174757281553
,A+,1992-01-01T00:00:00,Nick's Painting,Roofing Contractors,,0,0,,,,"475 Lake Laura Rd Milledgeville , GA 31061",(478) 453-2505,https://www.bbb.org/us/ga/milledgeville/profile/painting-contractors/nicks-painting-0743-6002742,,12,11615.0,6.819174757281553
,A+,1992-04-01T00:00:00,H J Dixon Handyman Construction,Roofing Contractors,,0,0,,,,"115 Cords Bridge Rd NE Milledgeville , GA 31061-9052",(478) 452-4612,https://www.bbb.org/us/ga/milledgeville/profile/roofing-contractors/h-j-dixon-handyman-construction-0743-33265,,12,11524.0,6.812548543689321
,A+,1993-10-01T00:00:00,Cohen Construction & Roofing,Roofing Contractors| Floor Installation| Flooring Contractors ...,,0,0,,,,"1722 Carl Sutton Road Lizella , GA 31052",(478) 256-2902,https://www.bbb.org/us/ga/lizella/profile/roofing-contractors/cohen-construction-roofing-0743-9001018,,12,10976.0,6.772645631067961
,A+,1994-01-01T00:00:00,"Best Builders, LLC",Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"143 Rivermist Rd Juliette , GA 31046-3606",(478) 972-0188,https://www.bbb.org/us/ga/juliette/profile/general-contractor/best-builders-llc-0743-20402,,12,10884.0,6.765946601941748
,A+,1994-01-01T00:00:00,"John Rowland, Jr. Custom Homes & Remodeling",Roofing Contractors| Floor Installation| Flooring Contractors ...,,0,0,,,,"P. O. Box 26237 Macon , GA 31221-6237",(478) 719-1727,https://www.bbb.org/us/ga/macon/profile/home-builders/john-rowland-jr-custom-homes-remodeling-0743-34219,,12,10884.0,6.765946601941748
,A+,1994-01-01T00:00:00,Triad Contractors,Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"4501 Sheraton Dr Apt 927 Macon , GA 31210-1341",(478) 284-7802,https://www.bbb.org/us/ga/macon/profile/construction-services/triad-contractors-0743-16062,,12,10884.0,6.765946601941748
,A+,1995-01-01T00:00:00,Trinity Roofing & Remodeling,Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"136 Wilson Way Macon , GA 31216-6567",(478) 788-9696,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/trinity-roofing-remodeling-0743-6000395,,12,10519.0,6.739368932038835
,A+,1995-01-01T00:00:00,Certified Professional Restorers,Roofing Contractors,,0,0,,,,"101 Ga Highway 49 N Byron , GA 31008-4006",(478) 471-8326,https://www.bbb.org/us/ga/byron/profile/fire-water-damage-restoration/certified-professional-restorers-0743-6728,,12,10519.0,6.739368932038835
,A+,1996-01-01T00:00:00,"SunChase Homes, Inc.",Roofing Contractors,,0,0,,,,"111 Springhill Drive Warner Robins , GA 31088",(478) 808-2769,https://www.bbb.org/us/ga/warner-robins/profile/home-builders/sunchase-homes-inc-0743-9000498,,12,10154.0,6.712791262135922
,A+,1996-08-01T00:00:00,Kevin P. Oberg Roofing & Construction,Roofing Contractors| Construction Services| Painting Contractors ...,https://www.facebook.com/people/Kevin-P-Oberg-Construction-LLC/100063641135353/,0,0,,,,"132 Yatesville Rd Barnesville , GA 30204-3747",(770) 855-6390,https://www.bbb.org/us/ga/barnesville/profile/roofing-contractors/kevin-p-oberg-roofing-construction-0443-27265540,,12,9941.0,6.697281553398058
,A+,1997-10-01T00:00:00,Malone's Roofing & Gutters,Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"109 David Coley Rd Macon , GA 31216-5780",(478) 784-7614,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/malones-roofing-gutters-0743-5000805,,12,9515.0,6.66626213592233
,A+,1998-01-01T00:00:00,Roofing Improvements,Construction Services| Roofing Contractors| Residential Painter,,0,0,,,,"735 Childs Rd Roberta , GA 31078-3113",(478) 954-5754,https://www.bbb.org/us/ga/roberta/profile/roofing-contractors/roofing-improvements-0743-19186,,12,9423.0,6.659563106796116
2020-07-10T00:00:00,A+,2018-02-05T00:00:00,"Apex Renovations, LLC",Roofing Contractors,https://apexrenovationsga.com,0,0,,,,"131 4th St SW Milledgeville , GA 31061-4655",(478) 804-2739,https://www.bbb.org/us/ga/milledgeville/profile/roofing-contractors/apex-renovations-llc-0743-102653,1197.0,12,2083.0,6.621975988751924
,A+,2000-01-01T00:00:00,Radcliffe Roofing,Construction Services| Roofing Contractors| Plumber ...,,0,0,,,,"148 Boxankle Dr. Forsyth , GA 31029",(478) 318-2906,https://www.bbb.org/us/ga/forsyth/profile/roofing-contractors/radcliffe-roofing-0743-26039,,12,8693.0,6.606407766990291
,A+,2000-01-01T00:00:00,"E.C.M. Construction, LLC",Roofing Contractors| Siding Contractors| Gutter Contractor,,0,0,,,,"536 Sgoda Cir N Macon , GA 31217-8225",(478) 808-1336,https://www.bbb.org/us/ga/macon/profile/general-contractor/ecm-construction-llc-0743-10012,,12,8693.0,6.606407766990291
,A+,2001-01-01T00:00:00,"All American Chimney Sweeps & Builders, Inc.",Roofing Contractors,,0,0,,,,"260 Killdeer Lane Byron , GA 31008",(478) 956-6031,https://www.bbb.org/us/ga/byron/profile/chimney-cleaning/all-american-chimney-sweeps-builders-inc-0743-11680,,12,8327.0,6.579757281553398
,A+,2001-06-30T00:00:00,Battle Roofing Company,Roofing Contractors,,0,0,,,,"PO Box 1296 Byron , GA 31008-1296",(478) 256-2085,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/battle-roofing-company-0743-43207,,12,8147.0,6.5666504854368934
,A+,2002-04-10T00:00:00,Hitech Roofing,Roofing Contractors,,0,0,,,,"P. O. Box 6654 Warner Robins , GA 31093",(478) 227-8005,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/hitech-roofing-0743-35976,,12,7863.0,6.545970873786407
2021-03-01T00:00:00,A+,2018-03-01T00:00:00,Farr Roofing,Roofing Contractors,http://www.farrroofing.com/,0,0,,,,"3239 Sandy Point Rd Lizella , GA 31052-6907",(478) 955-4220,https://www.bbb.org/us/ga/lizella/profile/commercial-roofing/farr-roofing-0743-21673,963.0,12,2059.0,6.522850138782832
,A+,2003-04-01T00:00:00,"Provision Enterprises, Inc",Roofing Contractors,,0,0,,,,"1238 S Houston Lake Rd Ste 6 Warner Robins , GA 31088-0724",(478) 396-5872,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/provision-enterprises-inc-0743-27572,,12,7507.0,6.52004854368932
,A+,2003-06-19T00:00:00,Tool Time Roofing,Roofing Contractors,https://www.facebook.com/Tool-Time-Roofing-Construction-1684921211754731,0,0,,,,"426 Davis Dr Centerville , GA 31028-1002",(478) 542-0285,https://www.bbb.org/us/ga/centerville/profile/roofing-contractors/tool-time-roofing-0743-11000164,,12,7428.0,6.5142961165048545
,A+,2003-07-26T00:00:00,Southeastern Construction,Roofing Contractors,,0,0,,,,"1837 2nd Ave Macon , GA 31201-1131",(478) 297-9360,https://www.bbb.org/us/ga/macon/profile/construction-services/southeastern-construction-0743-20494,,12,7391.0,6.511601941747573
,A+,2004-06-01T00:00:00,"Major Coates General Contractor, LLC",Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"242 Beaumont Hts Macon , GA 31206-3731",(478) 719-4107,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/major-coates-general-contractor-llc-0743-21274,,12,7080.0,6.488956310679612
,A+,2005-01-19T00:00:00,Summit Specialties,Roofing Contractors,,0,0,,,,"Macon , GA 31210",(478) 256-9233,https://www.bbb.org/us/ga/macon/profile/commercial-roofing/summit-specialties-0743-9412,,12,6848.0,6.472063106796116
,A+,2005-06-06T00:00:00,"Smith Restoration, LLC",Roofing Contractors| Floor Installation| Flooring Contractors ...,http://www.smithrestoration.net,0,0,,,,"144 Fox Rd Macon , GA 31217",(478) 714-3762,https://www.bbb.org/us/ga/macon/profile/general-contractor/smith-restoration-llc-0743-42271,,12,6710.0,6.462014563106796
,A+,2006-04-03T00:00:00,A+ Roofing,Roofing Contractors,,0,0,,,,"2938 Heritage Pl NE Milledgeville , GA 31061-7202",(770) 733-2410,https://www.bbb.org/us/ga/milledgeville/profile/roofing-contractors/a-roofing-0743-23608,,12,6409.0,6.440097087378641
,A+,2006-06-21T00:00:00,"R & D Builders & Associates, LLC",Roofing Contractors,,0,0,,,,"118 Galaxy Ave Bonaire , GA 31005-3329",(478) 213-7804,https://www.bbb.org/us/ga/bonaire/profile/home-builders/r-d-builders-associates-llc-0743-21899,,12,6330.0,6.434344660194175
